16	0.1	0	0	0
16	0.11	0	0	0
16	0.12	0	0	0
16	0.13	0	0	0
16	0.14	0	0	0
16	0.15	0	0	0
16	0.16	0	0	0
16	0.17	0	0	0
16	0.18	0	0	0
16	0.19	0	0	0
16	0.2	0	0	0
16	0.21	0	0	0
16	0.22	0	0	0
16	0.23	0	0	0
16	0.24	0	0	0
16	0.25	0	0	0
16	0.26	0	0	0
16	0.27	0	0	0
16	0.28	0	0	0
16	0.29	0	0	0
16	0.3	0	0	0
16	0.31	0	0	0
16	0.32	0	0	0
16	0.33	0	0	0
16	0.34	0	0	0
16	0.35	0	0	0
16	0.36	0	0	0
16	0.37	0	0	0
16	0.38	0	0	0
16	0.39	0	0	0
16	0.4	0	0	0
16	0.41	2	0.0245	0.021
16	0.42	4	0.03	0.027
16	0.43	11	0.0256364	0.0221818
16	0.44	13	0.0236154	0.0204615
16	0.45	23	0.0263913	0.0234348
16	0.46	24	0.0262917	0.0224583
16	0.47	31	0.0264839	0.0236774
16	0.48	45	0.0248	0.0215333
16	0.49	56	0.026375	0.0224821
16	0.5	76	0.0263026	0.0224605
16	0.51	113	0.0281681	0.022885
16	0.52	134	0.0280224	0.0226119
16	0.53	170	0.0272412	0.0221941
16	0.54	223	0.0279686	0.0223229
16	0.55	250	0.02842	0.02254
16	0.56	301	0.0284651	0.0222226
16	0.57	377	0.0274987	0.0217639
16	0.58	426	0.0275728	0.0216009
16	0.59	509	0.0283811	0.0217859
16	0.6	561	0.0281176	0.021451
16	0.61	617	0.0280891	0.0210065
16	0.62	668	0.028018	0.0208668
16	0.63	741	0.0279622	0.0205182
16	0.64	791	0.027536	0.020268
16	0.65	840	0.0273333	0.0199643
16	0.66	859	0.0273085	0.019844
16	0.67	892	0.0267724	0.0195538
16	0.68	923	0.0266425	0.0193434
16	0.69	953	0.026171	0.0188951
16	0.7	967	0.0257611	0.0187094
16	0.71	975	0.0253897	0.0185559
16	0.72	981	0.0246453	0.01816
16	0.73	992	0.0246371	0.0181492
16	0.74	993	0.0241148	0.0179255
16	0.75	998	0.023484	0.0175772
16	0.76	994	0.0234145	0.0174638
16	0.77	998	0.0227244	0.0172816
